ID,Year,Topic Groups,Topics,Title,Keywords,Abstract
AAAI-14-146,2014,"Applications
Computational Sustainability
Machine Learning","AI and Natural Sciences
Dynamic and spatiotemporal systems
Machine Learning Applications
Machine Learning",Spatial Scan for Disease Mapping on a Mobile Population,"disease mapping
spatial scan
mobile data","Spatial scan statistics is used for discovery of spatial regions with significantly higher scores according to some density measure. In disease surveillance, spatial scan is a standard tool to detect spatial regions whose population has significantly higher disease risk than the overall population. In this important application, called the disease mapping, current residence is typically used to define the location of individuals from the population. Considering the mobility of humans at various temporal and spatial scales, using only information about the current residence can be insufficient because it ignores a multitude of exposures that occur away from home or which had occurred at previous residences. In this paper, we propose a novel spatial scan statistic that allows disease mapping in a mobile population. We also propose a computationally efficient disease mapping algorithm that uses the proposed statistic to find the significant high-risk spatial regions. The experimental results demonstrate that the proposed algorithm is superior to the traditional disease mapping algorithms in discovering high-risk regions in mobile populations. Moreover, the algorithm is applicable on large populations and over dense spatial grids."
AAAI-14-147,2014,Optimization,Heuristic Search,Identifying Hierarchies for Fast Optimal Search,"Hierarchical search
Path planning
Subgoals","Search with Subgoal Graphs (Uras, Koenig, and Hernandez 2013) was a non-dominated optimal path-planning algorithm in the Grid-Based Path Planning Competitions 2012 and 2013. During a preprocessing phase, it computes a Simple Subgoal Graph, which is analogous to a visibility graph for continuous terrain, and then partitions the subgoals into global and local subgoals to obtain a Two-Level Subgoal Graph. During the path-planning phase, it performs an A* search that ignores local subgoals that are not relevant to the search, which significantly reduces the size of the graph being searched.

In this paper, we generalize this partitioning process to any undirected graph and show that it can be recursively applied to generate more than two levels, which reduces the size of the graph being searched even further. We distinguish between basic partitioning, which only partitions the vertices into different levels, and advanced partitioning, which can also add new edges. We show that the construction of Simple Subgoal Graphs from grids and the construction of Two-Level Subgoal Graphs from Simple Subgoal Graphs are instances of generalized partitioning. We then report on experiments on Subgoal Graphs that demonstrate the effects of different types and levels of partitioning. We also report on experiments that demonstrate that our new N-Level Subgoal Graphs with several additional improvements achieve a better performance compared to Two-Level Subgoal graphs from (Uras, Koenig, and Hernandez 2013)."
AAAI-14-148,2014,Machine Learning,"Ensemble Methods
Machine Learning",On Boosting Sparse Parities,"choosing weak learners
boosting
parity functions","While the ensemble method of boosting has been extensively studied, considerably less attention has been devoted to the task of designing good weak learning algorithms. In this paper we consider the problem of designing weak learners that are especially adept to the boosting procedure and  specifically the AdaBoost algorithm.

First we describe conditions desirable for a weak learning algorithm.  We then propose using sparse parity functions as weak learners, which have many of our desired properties, as weak learners in boosting.  Our experimental tests show the proposed weak learners to be competitive with the most widely used ones: decision stumps and pruned decision trees."
AAAI-14-149,2014,"Multiagent Systems
Planning & Scheduling
Reasoning","Markov Models of Environments
Decision/Utility Theory
Uncertainty in AI",Decentralized Stochastic Planning with Anonymity in Interactions,"Planning under uncertainty
Multiagent Systems
DEC-MDP
Optimization","In this paper, we solve cooperative decentralized stochastic planning problems, where the interactions between agents (specified using transition and reward functions) are dependent on the number of agents (and not on the identity of the individual agents) involved in the interaction. A collision of robots in a narrow corridor, defender teams coordinating patrol activities to secure a target, etc. are examples of such anonymous interactions.  Formally, we consider problems that are a subset of the well known Decentralized MDP (DEC-MDP) model, where the anonymity in interactions is specified within the joint reward and transition functions. In this paper, we make the following key contributions:\\
(a) A generic model, Decentralized Stochastic Planning with Anonymous InteracTions (D-SPAIT) to represent stochastic planning problems in cooperative domains with anonymity in interactions.\\
(b) An optimization based formulation along with theoretical results that establish scalability properties for general D-SPAIT problems.  \\
(c) Optimization formulations, whose scalability has little or no dependence on the number of agents, for solving certain classes of D-SPAIT problems optimally. \\
(d) Finally, we demonstrate the performance of our optimization approaches on randomly generated benchmark problems from the literature."
AAAI-14-150,2014,Game Theory,"Game Theory
Equilibrium
Imperfect Information",Regret Transfer and Parameter Optimization,"Large Incomplete-Information Games
Poker
Game Solving
No-Regret Learning
Counterfactual Regret Minimization
Regret Matching
Regret Minimization","Regret matching is a widely-used algorithm for learning how to act.

We begin by proving that regrets on actions in one setting (game) can be transferred to warm start the regrets for solving a different setting with same structure but different payoffs that can be written as a function of parameters.  We prove how this can be done by carefully discounting the prior regrets. This provides, to our knowledge, the first warm-starting method for no-regret learning.  It also extends to warm-starting the widely-adopted counterfactual regret minimization (CFR) algorithm for large incomplete-information games; we show this experimentally as well.

We then study optimizing a parameter vector for a player in a two-player zero-sum game (e.g., optimizing bet sizes to use in poker). We propose a custom gradient descent algorithm that provably finds a locally optimal parameter vector while leveraging our warm-start theory to significantly save regret-matching iterations at each step. It optimizes the parameter vector while simultaneously finding an equilibrium. We present experiments in no-limit Leduc Hold'em and no-limit Texas Hold'em  to optimize bet sizing.  This amounts to the first action abstraction algorithm (algorithm for selecting a small number of discrete actions to use from a continuum of actions---a key preprocessing step for solving large games using current equilibrium-finding algorithms) with convergence guarantees for extensive-form games."
AAAI-14-151,2014,Machine Learning,Classification,Learning with Augmented Class by Exploiting Unlabeled Data,"open set classification
unlabeled data
support vector machines","In many real-world applications of learning, the environment is open and changes gradually, which requires the system to have the ability of detecting and adapting to the changes. Class-incremental learning (C-IL) is an important and practical problem where data from unseen augmented classes are fed, but has not been studied well in the past. In C-IL, the system should beware of predicting instances from augmented classes as a seen class, and thus faces the challenge that no such instances were shown in training. In this paper, we investigate tackling the challenge by using unlabeled data, which can be cheaply collected in many real-world applications. We propose the LACU framework as well as the LACU-SVM approach to learn the concept of seen classes while incorporating the structure presented in the unlabeled data, so that the misclassification risks among the seen classes as well as between the augmented and the seen classes are minimized simultaneously. Experiments on diverse datasets show the effectiveness of the proposed approach."
AAAI-14-152,2014,Vision,"Categorization
Face and Gesture Recognition
Object Recognition",Locality-constrained Low-rank Coding for Image Classification,"Bag-of-words Model
Mid-level Representations
Locality Coding
Low-rank Coding
Inexact Augmented Lagrange Multiplier","Low-rank coding (LRC), originated from matrix decomposition, is recently introduced into image classification. Following the standard bag-of-words (BOW) pipeline, coding the data matrix in the sense of low-rankness incorporates contextual information into the traditional BOW model and it can capture the dependency relationship among neighbor patches. This differs from the traditional sparse coding paradigms which encode patches independently. Current LRC-based methods use l1 norm to increase the discrimination and sparsity of the learned codes. However, such methods fail to consider the local manifold structure between data space and dictionary space. To solve this problem, we propose a locality-constrained low-rank coding (LCLR) algorithm for image representations. By using the geometric structure information as a regularization term, the obtained representations are more discriminative. In addition, we present a fast and stable online algorithm to solve the optimization problem. In the experiments, we evaluate LCLR on four benchmarks, including one face recognition dataset (extended Yale B), one handwritten digit recognition dataset (USPS), and two image datasets (Scene13 for scene recognition and Caltech101 for object recognition). Experimental results show that our approach outperforms many state-of-the-art algorithms even with a linear classifier."
AAAI-14-153,2014,"Cognitive Science
Robotics","Problem solving and decision making
Behavior and Control
Motion and Path Planning
Robotics",Qualitative Planning with Quantitative Constraints for Online Learning of Robotic Behaviours,"Robotics
Online Machine Learning
Multi-Strategy Architecture
Qualitative Reasoning
Qualitative Planning","This paper resolves previous problems in the Multi-Strategy architecture for online learning of robotic behaviours.
The hybrid method includes a symbolic qualitative planner that constructs an approximate solution to a control problem.
The approximate solution provides constraints for a numerical optimisation algorithm, which is used to refine the qualitative plan into an operational policy.
Introducing quantitative constraints into the planner gives previously unachievable domain independent reasoning.
The method is demonstrated on a multi-tracked robot intended for urban search and rescue."
AAAI-14-154,2014,Multiagent Systems,"Coordination and Collaboration
Distributed Problem Solving",Regret-Based Multi-Agent Coordination with Uncertain Task Rewards,"Multi-Agent Coordination
Uncertain Task Rewards
DCOP","Many multi-agent coordination problems can be represented
as DCOPs. Motivated by task allocation in disaster
response, we extend standard DCOP models to consider
uncertain task rewards where the outcome of completing
a task depends on its current state, which is randomly
drawn from unknown distributions. The goal of
solving this problem is to find a solution for all agents
that minimizes the overall worst-case loss. This is a
challenging problem for centralized algorithms because
the search space grows exponentially with the number
of agents and is nontrivial for existing algorithms for
standard DCOPs. To address this, we propose a novel
decentralized algorithm that incorporates Max-Sum
with iterative constraint generation to solve the problem
by passing messages among agents. By so doing, our
approach scales well and can solve instances of the task
allocation problem with hundreds of agents and tasks."
AAAI-14-155,2014,Machine Learning,"Dimension Reduction/Feature Selection
Relational/Graph-Based Learning
Supervised Learning",Convex Co-embedding,"convex relaxation
matrix norm regularization
relation learning
representation learning","We present a general framework for association learning where entities are embedded in a common latent semantic space to allow relatedness to be expressed by geometry---an approach that underlies the state of the art for link prediction, relation learning, multi-label tagging, relevance retrieval and ranking.  Although current approaches rely on local training algorithms applied to non-convex formulations, we demonstrate how general convex relaxations can be easily achieved for entity embedding, both for the standard multi-linear and prototype-distance response models.  We propose an incremental optimization strategy that exploits decomposition to allow scaling.  An experimental evaluation reveals the advantages of tractable and repeatable global training in different case studies."
AAAI-14-156,2014,"Optimization
Multiagent Systems
Planning & Scheduling
Constraint Satisfaction","Optimization
Distributed Problem Solving
Multiagent Planning
Scheduling
Temporal Planning
Planning
Constraint Satisfaction
Constraint Optimization
Global Constraints",Optimal Decoupling in Linear Constraint Systems,"temporal decoupling
constraint solving
linear programming
flexibility","Decomposition can be defined as a technique to obtain complete solutions by easy composition of partial solutions. Typically, these partial solutions are obtained by distributed and concurrent local problem solving without communication between the individual problem solvers. Constraint decomposition plays an important role in distributed databases, distributed scheduling and violation detection: Here, it enables conflict-free local decision making, while avoiding communication overloading. One of the main issues in decomposition is the loss of flexibility due to the composition technique used. Here, flexibility roughly refers to the freedom in choosing suitable values for the variables in order to satisfy the constraints. In this paper we concentrate on linear constraint systems and efficient decomposition techniques for these systems. Using a generalization of a flexibility metric developed for STNs, we show how  an efficient decomposition technique for linear constraints can be derived that minimizes the loss of flexibility due to decomposition.  As a by-product of our decomposition technique, we show that an intuitively attractive flexibility metric for linear constraint systems can be developed where decomposition does not incur any loss of flexibility."
AAAI-14-157,2014,Artificial Intelligence,"Community Detection
Web-based recommendation systems",Who also likes it? Generating the most Persuasive Social Explanations in Recommender Systems,"Recommendation Explanation
Social Explanation
Social Network","Social explanation, the statement with the form of ”A and B also like the item”, is widely used in almost all the major recommender systems in the web and effectively improves the persuasiveness of the recommendation results by convincing more users to try. This paper presents the first algorithm to generate the most persuasive social explanation by recommending the optimal set of users to be put in the explanation. New challenges like modeling persuasiveness of multiple users, different types of users in social network, sparsity of likes, are discussed in depth and solved in our algorithm. The extensive evaluation demonstrates the advantage of our proposed algorithm compared with traditional methods."
AAAI-14-158,2014,Planning & Scheduling,"Deterministic Planning
Planning",Computing Contingent Plans via Fully Observable Non-Deterministic Planning,"contingent planning
conditional planning
partial observability
planning and sensing
offline planning
FOND","Planning with sensing actions under partial observability is a computationally challenging problem that is fundamental to the realization of AI tasks in areas as diverse as robotics, game playing, and diagnostic problem solving.  In this paper we explore a particular class of planning problems where the initial state specification includes a set of state constraints or so-called state invariants and where uncertainty about the state monotonically decreases.  Recent work on generating plans for partially observable domains has advocated for online planning, claiming that offline plans are often too large to generate.  Unfortunately, planning online can lead to avoidable deadends, and the generated plan only addresses the particular sequence of observations realized during the execution.  Here we push the envelope on this challenging problem, proposing a technique for generating conditional (aka contingent) plans offline.  The conditional plans we produce will eventually achieve the goal for all consistent sequences of observations for which a solution exists.  The key to our planner's success is the reliance on state-of-the-art techniques for fully observable non-deterministic (FOND) planning. In particular, we use an existing compilation for converting a planning problem under partial observability and sensing to a FOND planning problem. With a modified FOND planner in hand, we are able to scale beyond previous techniques for contingent planning and compute solutions that are orders of magnitude smaller than previously possible in some domains."
AAAI-14-159,2014,Machine Learning,"Text Classification
Natural Language Processing
Transfer, Adaptation, Multitask Learning",Instance-based Domain Adaptation in NLP via In-target-domain Logistic Approximation,"domain adaptation
instance adaptation
instance-based adaptation
density-ratio estimation
text categorization
sentiment classification","In the field of NLP, most of the existing domain adaptation studies belong to the feature-based adaptation, while the research of instance-based adaptation is very scarce. In this work, we propose a new instance-based adaptation model, called in-target-domain logistic approximation (ILA). In ILA, we adapt the source-domain data to the target domain by a logistic approximation. The normalized in-target-domain probability is assigned as an instance weight to each of the source-domain training data. An instance-weighted classification model is trained finally for the cross-domain classification problem. Compared to the previous techniques, ILA conducts instance adaptation in a dimensionality-reduced linear feature space to ensure efficiency in high-dimensional NLP tasks. The instance weights in ILA are learnt by leveraging the criteria of both maximum likelihood and minimum statistical distance. The empirical results on two NLP tasks including text categorization and sentiment classification show that our ILA model beats the state-of-the-art instance adaptation methods significantly, in cross-domain classification accuracy, parameter stability and computational efficiency."
AAAI-14-160,2014,Artificial Intelligence,Human-Computer Interaction,Ordering Effects and Belief Adjustment in the Use of Comparison Shopping Agents,"comparison shopping agents
belief-adjustment
ordering
experimentation
eCommerce","The popularity of online shopping has contributed to the development of comparison shopping agents (CSAs) aiming to facilitate buyers' ability to compare prices of online stores for any desired product. Furthermore, the plethora of CSAs in today’s markets enables buyers to query more than a single CSA when shopping, thus expanding even further the list of sellers whose prices they obtain. This potentially decreases the chance of a purchase based on the prices outputted as a result of any single query, and consequently decreases each CSAs’ expected revenue per-query. Obviously, a CSA can improve its competence in such settings by acquiring more sellers’ prices, potentially resulting in a more attractive ``best price''. In this paper we suggest a complementary approach that improves the attractiveness of a CSA by presenting the prices to the user in a specific intelligent manner, which is based on known cognitive-biases.
The advantage of this approach is its ability to affect the buyer’s tendency to terminate her search for a better price, hence avoid querying further CSAs, without having the CSA spend any of its resources on finding better prices to present.
The effectiveness of our method is demonstrated using real data, collected from four CSAs for five products. Our experiments with people confirm that the suggested method effectively influence people in a way that is highly advantageous to the CSA."
AAAI-14-161,2014,Machine Learning,"Machine Learning Applications
Big Data/Scalability
Data Mining and Knowledge Discovery
Graphical Model Learning",Scalable sparse covariance estimation via self-concordance,"Inexact proximal Newton methods
Sparse covariance estimation
Self-concordance property","We consider the class of convex minimization problems, composed of a self-concordant function, such as the logdet metric, a convex data fidelity term h() and, a regularizing -- possibly non-smooth -- function g(), accompanied with an easily computable proximity operator. These type of problems have recently attracted a great deal of interest, mainly due to their omnipresence in top-notch applications. Under this locally Lipschitz continuous gradient setting, we analyze the convergence behavior of proximal Newton schemes with the added twist of a probable presence of inexact evaluations; a scenario that has not been considered yet, to the best of our knowledge. By using standard convex tools combined with self-concordance machinery, we provide a concise convergence theory with attractive convergence rate guarantees, and enhance state-of-the-art optimization schemes to accommodate such developments. Experimental results on sparse covariance estimation show the merits of our algorithm, both in terms of recovery efficiency and complexity, rendering the proposed framework a suitable choice for such problems."
AAAI-14-162,2014,Game Theory,"Game Theory
Social Choice/Voting
E-Commerce
Mechanism Design",Trading Multiple Indivisible Goods with Indifferences: Beyond Sönmez's Result,"Mechanism design
Exchange
Indifference
Pareto efficiency
Strategy-proofness
Individual rationality","Designing mechanisms that satisfy individual rationality, Pareto efficiency, and strategyproofness is one of the most important problems in mechanism design. In this paper we investigate mechanism design for exchange models where each agent is initially endowed with a set of goods, each agent may have indifferences on distinct bundles of goods, and monetary transfers are not allowed. Sönmez (1999) showed that in such models, those three properties are not compatible in general. The impossibility, however, only holds under an assumption on preference domains.
The purpose of this paper is to give a discussion on the compatibility of those three properties when the assumption does not hold. We first establish a preference domain called top-only preferences, which violates the assumption, and develop a class of exchange mechanisms satisfying all those properties. Each mechanism in the class utilizes one instance of mechanisms introduced by Saban and Sethuraman (2013). We also find a class of preference domains called m-chotomous preferences, where the assumption fails and those properties are incompatible."
AAAI-14-163,2014,"Cognitive Science
Reasoning
Natural Language Processing","Conceptual inference and reasoning
Common-Sense Reasoning
Knowledge Representation
Natural Language Processing",SenticNet 3: A Common and Common-Sense Knowledge Base for Cognition-Driven Sentiment Analysis,"concept-level sentiment analysis
natural language processing
common-sense reasoning","SenticNet is a publicly available semantic and affective resource for concept-level opinion mining and sentiment analysis. Rather than using graph-mining and dimensionality-reduction techniques, SenticNet 3 makes use of `energy flows' to connect various parts of extended common and common-sense knowledge representations to one another. SenticNet 3 models nuanced semantics and sentics (that is, the conceptual and affective information associated with multi-word natural language expressions), representing information with a symbolic opacity intermediate between that of neural networks and of typical symbolic systems."
AAAI-14-164,2014,Machine Learning,Reinforcement Learning,Combining Multiple Correlated Reward and Shaping Signals by Measuring Confidence,"Reinforcement Learning
Reward Shaping
Multi-Objective Optimization
Traffic Light Control
Pursuit Domain","Multi-objective problems with correlated objectives are a class of problems that deserve specific attention. In contrast to typical multi-objective problems, they do not require the identification of trade-offs between the objectives, as (near-) optimal solutions for any objective are (near-) optimal for every objective. Intelligently combining the feedback from these objectives, instead of only looking at a single one, can improve optimization. This class of problems is very relevant in reinforcement learning, as any single-objective reinforcement learning problem can be framed as such a multi-objective problem using multiple reward shaping functions. After discussing this problem class, we propose a solution technique for such reinforcement learning problems, called adaptive objective selection. This technique  makes a temporal difference learner estimate the Q-function for each objective in parallel, and introduces a way to measure confidence in these estimates. This confidence metric is then used to choose which objective's estimates to use for action selection. We show significant improvements in performance over other plausible techniques on two problem domains. Finally, we provide an intuitive analysis of the technique's decisions, yielding insights into the nature of the problems being solved."
AAAI-14-165,2014,"Machine Learning
Constraint Satisfaction","Art and Music
Machine Learning Applications
Constraint Satisfaction
Global Constraints",Avoiding Plagiarism in Markov Sequence Generation,"markov chains
plagiarism
constraint satisfaction
global constraints","Markov processes are widely used to generate sequences that imitate a given style, using random walk. Random walk generates sequences by iteratively concatenating states to prefixes of length equal or less than the given Markov order. However, at higher orders, Markov chains tend to replicate chunks of the corpus with a size possibly higher than the order, a primary form of plagiarism. In fact, the Markov order defines a maximum length for training but not for generation. In the framework of constraint satisfaction (CSP), we introduce MaxOrder. This global constraint ensures that generated sequences do not include chunks larger than a given maximum order. We exhibit an automaton that recognises the solution set, with a size linear in the size of the corpus. We propose a linear-time procedure to generate this automaton from a corpus and a given max order. We then use this automaton to achieve generalised arc consistency for the MaxOrder constraint, holding on a sequence of size n, in O(n.T) time, where T is the size of the automaton. We illustrate our approach by generating text sequences from text corpora with a maximum order guarantee, effectively controlling plagiarism."
AAAI-14-166,2014,"Computational Sustainability
Machine Learning","Dynamic and spatiotemporal systems
Environmental",A Region-Based Model for Estimating Urban Air Pollution,"Spatial Reasoning
Computational Sustainability
Gaussian Process
Urban Air Quality","Air pollution has a direct impact to human health, and data-driven air quality models are useful for evaluating population exposure to air pollutants. In this paper, we propose a novel region-based Gaussian Process model for estimating urban air pollution dispersion, and applied it to a large dataset of ultrafine particle measurements collected from a network of trams monitoring levels of ultrafine particle dispersion in the city of Zurich. We show that compared to existing grid-based models, the region-based model produces better predictions across all aggregate time scales. The new model is appropriate for many useful user applications such as anomaly detection, exposure assessment and sensor optimization."
AAAI-14-167,2014,"Game Theory
Multiagent Systems","Game Theory
Coordination and Collaboration
Equilibrium
Coordination and Collaboration
Mechanism Design",Item Bidding  for Combinatorial Public Projects,"Public Project
Mechanisms
Valuation Function
Social Welfare
Nash Equilibrium
Strong Equilibrium
Price of Anarchy","We present and analyze a mechanism for the Combinatorial Public Project Problem (CPPP). The problem asks to select k out of m available items, so as to maximize the social welfare for autonomous agents with combinatorial preferences (valuation functions) over subsets of items. The CPPP constitutes an abstract model for decision making by autonomous agents and has been shown to present severe computational hardness, in the design of truthful approximation mechanisms. We study a non-truthful mechanism that is, however, practically relevant to multi-agent environments, by virtue of its natural simplicity. It employs an Item Bidding interface, wherein every agent issues a separate bid for the inclusion of each distinct item in the outcome; the k items with the highest sums of bids are chosen and agents are charged according to a VCG-based payment rule. For fairly expressive classes of the agents' valuation functions, we establish existence of socially optimal pure Nash and strong equilibria, that are resilient to coordinated deviations of subsets of agents. Subsequently we derive tight worst-case bounds on the approximation of the optimum social welfare achieved in equilibrium. We show that the mechanism's performance improves with the number of agents that can coordinate, and reaches half of the optimum welfare at strong equilibrium."
AAAI-14-168,2014,Artificial Intelligence,Web Ontologies,How Long Will It Take? Accurate Prediction of Ontology Reasoning Performance,"Ontology
Reasoning performance
Semantic Web
Prediction
Regression
Performance hotspot detection","For expressive ontology languages such as OWL 2 DL, classification is a computationally expensive task---2\textsc{NExpTime}-complete in the worst case. Hence, it is highly desirable to be able to accurately estimate classification time, especially for large and complex ontologies. Recently, machine learning techniques have been successfully applied to predicting the reasoning \emph{hardness category} for a given (ontology, reasoner) pair. In this paper, we further develop predictive models to estimate actual classification time using regression techniques, with ontology metrics as features. Our large-scale experiments on 6 state-of-the-art OWL 2 DL reasoners and more than 450 significantly diverse ontologies demonstrate that the prediction models achieve high accuracy, good generalizability and statistical significance. Such prediction models have a wide range of applications. We demonstrate how they can be used to efficiently and accurately identify \emph{performance hotspots} in an large and complex ontology, an otherwise very time-consuming and resource-intensive task."
AAAI-14-169,2014,"Reasoning
Planning & Scheduling","Computational Complexity of Reasoning
Deterministic Planning",Backdoors to Planning,"Planning
Backdoors
Fixed-parameter tractable algorithms
(Parameterized) complexity","Backdoors measure the distance to tractable fragments
and have become an important tool to find fixed-parameter
tractable (fpt) algorithms. Despite their success, backdoors
have not been used for planning, a central problem
in AI that has a high computational complexity. In this
work, we introduce two notions of backdoors building
upon the causal graph. We analyze the complexity of
finding a small backdoor (detection) and using the backdoor
to solve the problem (evaluation) in the light of
planning with (un)bounded domain/plan length. For each
setting we present either an fpt-result or rule out the existence
thereof by showing parameterized intractability.
In three cases we achieve the most desirable outcome:
detection and evaluation are fpt."
AAAI-14-170,2014,Multiagent Systems,"Coordination and Collaboration
Distributed Problem Solving",Dynamic Multi-Agent Task Allocation with Spatial and Temporal Constraints,"Task Allocation
Dynamic Problem
Cooperative Agents","Realistic multi-agent team applications often feature dynamic environments with soft deadlines that penalize late execution of tasks.  This puts a premium on quickly allocating tasks to agents, but finding the optimal allocation is NP-hard due to temporal and spatial constraints that require tasks to be executed sequentially by agents.

We propose FMC_TA, a novel task allocation algorithm that allows tasks to be easily sequenced to yield high-quality solutions. FMC_TA first finds allocations that are fair (envy-free), balancing the load and sharing important tasks between agents, and efficient (Pareto optimal) in a simplified version of the problem.  It computes such allocations in polynomial or pseudo-polynomial time (centrally or distributedly, respectively) using a Fisher market with agents as buyers and tasks as goods. It then heuristically schedules the allocations, taking into account inter-agent constraints on shared tasks.

We empirically compare our algorithm to state-of-the-art incomplete methods, both centralized and distributed, on law enforcement problems inspired by real police logs.  The results show a clear advantage for FMC_TA both in total utility and in other measures commonly used by law enforcement authorities."
AAAI-14-171,2014,Reasoning,"Ontologies and Induction
Automated Reasoning
Computational Complexity of Reasoning
Description Logics
Knowledge Representation
Logic Programming",Datalog Rewritability of Disjunctive Datalog Programs and its Applications to Ontology Reasoning,"disjunctive datalog
tractable reasoning
ontology-based query answering
OWL 2","We study the problem of rewriting a disjunctive datalog program into plain datalog. We show that a disjunctive program is rewritable if and only if it is equivalent to a linear disjunctive program, thus providing a novel characterisation of datalog rewritability. Motivated by this result, we propose weakly linear disjunctive datalog---a novel rule-based KR language that extends both datalog and linear disjunctive datalog and for which reasoning is tractable in data complexity. We then explore applications of weakly linear programs to ontology reasoning and propose a tractable extension of OWL 2 RL with disjunctive axioms. Our empirical results suggest that many non-Horn ontologies can be reduced to weakly linear programs and that query answering over such ontologies using a datalog engine is feasible in practice."
AAAI-14-172,2014,"Game Theory
Multiagent Systems","Auctions and Market-Based Systems
Mechanism Design",Increasing VCG revenue by decreasing the quality of items,"auctions
mechanism design
VCG
revenue maximization","The VCG mechanism is the standard method to incentivize bidders in combinatorial auctions to bid truthfully. Under the VCG mechanism, the auctioneer can sometimes increase revenue by “burning” items. We study this phenomenon in a setting where items are described by a number of attributes. The value of an attribute corresponds to a quality level, and bidders’ valuations are non-decreasing in the quality levels. In addition to burning items, we allow the auctioneer to present
some of the attributes as lower quality than they actually are. We study the following two revenue maximization problems under VCG: finding an optimal way to mark down items by reducing their quality levels, and finding an optimal set of items to burn. We study the effect of the following parameters on the computational complexity of these two problems: the number of attributes, the number of quality levels per attribute, and the complexity of the bidders’ valuation functions. Bidders have unit demand, so VCG’s outcome can be computed in polynomial time, and the valuation functions we consider are step functions that are non-decreasing with the quality levels. We prove that both problems are NP-hard even in the following three simple settings: a) four attributes, arbitrarily many quality levels per attribute, and single-step valuation functions, b) arbitrarily many attributes, two quality levels per attribute, and single-step valuation functions, and c) one attribute, arbitrarily many quality-levels, and multi-step valuation functions. For the case where items have only one attribute, and every bidder has a single-step valuations (that is zero below some quality threshold), we show that both problems can be solved in polynomial-time using a dynamic programming approach. For this case, we also quantify how much better marking down is than item burning, and provide examples where the improvement is best possible. Finally, we compare the revenue of both approaches with computational experiments."
AAAI-14-173,2014,"Reasoning
Planning & Scheduling
Constraint Satisfaction","Preferences
Scheduling
Temporal Planning
Planning",Grandpa Hates Robots - Interaction Constraints for Planning in Inhabited Environments,"Constraint-based planning
Planning in inhabited environments
Human-aware planning","Consider a family whose home is equipped with several service robots.  The actions planned for the robots (e.g., doing chores, playing with the children) must adhere to {\em interaction constraints} relating them to human activities and preferences.  These constraints must be sufficiently expressive to model both temporal and logical dependencies among robot actions and human behavior, and must accommodate incomplete information regarding human activities.  In this paper we introduce an approach for automatically generating plans that are conformant wrt. given interaction constraints and partially specified human activities.  The approach allows to separate causal reasoning about actions from reasoning about interaction constraints, and we illustrate the computational advantage this brings with experiments on a large-scale (semi-)realistic household domain with hundreds of human activities and several robots."
AAAI-14-174,2014,Reasoning,Automated Reasoning,The Most Uncreative Examinee: A First Step toward Wide Coverage Natural Language Math Problem Solving,"natural language semantics
mathematical problem solving
automated reasoning
computer algebra","We report on a project aiming at developing a system that solves a
wide range of math problems written in natural language. In the
system, formal analysis of natural language semantics is coupled with
automated reasoning technologies including computer algebra, using
logic as their common language. We have developed a prototype system
that accepts as its input a linguistically annotated problem text.
Using the prototype system as a reference point, we analyzed real
university entrance examination problems from the viewpoint of
end-to-end automated reasoning. Further, evaluation on entrance exam
mock tests revealed that an optimistic estimate of the system’s
performance already matches human averages on a few test sets."
AAAI-14-175,2014,"Human-Computation
Reasoning
Machine Learning","Human computation
Knowledge Acquisition
Text Classification",Acquiring Commonsense Knowledge for Sentiment Analysis through Human Computation,"human computation
games with a purpose
crowdsourcing
commonsense knowledge
sentiment analysis
context","Many Artificial Intelligence tasks need large amounts of commonsense knowledge. Because obtaining this knowledge through machine learning would require a huge amount of data, a better alternative is to elicit it from people through human computation. We consider the sentiment classification task, where knowledge about the contexts that impact word polarities is crucial but hard to acquire from data. We show a novel task design that allows us to crowdsource this knowledge through Amazon Mechanical Turk with high quality. We show that the commonsense knowledge acquired in this way dramatically improves the performance of established sentiment classification methods."
AAAI-14-176,2014,"Machine Learning
Planning & Scheduling
Reasoning","Applications
Machine Learning Applications
Active Learning
Online Learning
Recommender Systems
Planning
Sequential Decision Making",Optimistic Adaptive Submodularity at Scale,"Submodularity
Adaptive submodularity
Linear bandits
Online learning","Maximization of submodular functions has wide applications in artificial intelligence and machine learning. In this work, we study the problem of learning how to maximize an adaptive submodular function. The function is initially unknown and we learn it by interacting repeatedly with the environment. A major problem in applying existing solutions to this problem is that their regret bounds scale linearly with the size of the problem. Therefore, these solutions are impractical even for moderately large problems. In this work, we use the structure of real-world problems to make learning practical. We make three main contributions. First, we propose a practical algorithm for learning how to maximize an adaptive submodular function where the distribution of the states of each item is conditioned on its features. Second, we analyze this algorithm and show that its expected cumulative regret is polylogarithmic in time. Finally, we evaluate our algorithm on two real-world problems, movie recommendation and face detection, and show that high-quality policies can be learned in just several hundred interactions."
